t,flight_t,mode,scenario,x,y,z,xd,yd,zd,vx,vy,vz,vxd,vyd,vzd,pos_err,vel_err,att_err_deg,wx,wy,wz,wspx,wspy,wspz,thrust_norm,taux_norm,tauy_norm,tauz_norm,armed,nav_state,failsafe,preflight_ok
0,0,torque,aggressive,-0.05288246274,-0.03384639323,0.02694669366,0,0,-0,-0.002941866405,-0.01651886292,-0.01483294088,0,0,-0,0.06832464782,0.0223951679,1.685904912,-0.0007545432309,-0.0005673666019,-0.0002072853094,-24.17571244,-17.13083333,0.1943182686,0.5980238587,-0.55,-0.55,0.1979839226,0,255,0,0
0.0100030899,0,torque,aggressive,-0.05307687819,-0.03371213749,0.02656936646,0,0,-0,-0.003088452853,-0.01631766744,-0.01487649698,0,0,-0,0.06826122213,0.02229607531,1.686982272,0.0003346028971,0.0003777412057,0.0009803434368,-18.17823207,-12.87279454,0.1501604953,0.5978762644,-0.55,-0.55,0.05721538822,0,255,0,0
0.02000832558,0,torque,aggressive,-0.053182289,-0.03362867236,0.02638784051,0,0,-0,-0.003240723629,-0.01621369459,-0.01485326607,0,0,-0,0.06823167589,0.02222623888,1.688690572,0.0002103545121,0.000275747414,0.000929393922,-13.67894898,-9.681316181,0.1147221467,0.5978164017,-0.55,-0.55,-0.03794459496,0,0,0,0
0.02999019623,0,torque,aggressive,-0.05328817293,-0.03354875743,0.02620840073,0,0,-0,-0.003385422751,-0.01607887819,-0.01488846727,0,0,-0,0.06820578251,0.02217335944,1.68975726,0.0002382727835,-0.0009018980782,0.0005564455641,-10.30450696,-7.287340735,0.08776699429,0.5977425705,-0.0928090685,-0.06320762809,-0.09814719347,0,0,0,0
0.04000210762,0,torque,aggressive,-0.05339408293,-0.03347223997,0.02603077888,0,0,-0,-0.003442063928,-0.0159671139,-0.01493297052,0,0,-0,0.06818299194,0.02213120283,1.689445282,-0.001462968299,-0.0003312498739,0.0005424392875,-7.772831515,-5.492149788,0.06676814008,0.5976671861,0.3604623718,0.2591390256,-0.1374078266,0,0,0,0
0.05000185966,0,torque,aggressive,-0.05351920798,-0.03336607665,0.02586635947,0,0,-0,-0.003586374689,-0.01577950828,-0.01495057158,0,0,-0,0.06816648184,0.02203121775,1.690267666,0.000656555756,6.293195474e-05,0.0003969821264,-5.875271865,-4.144368908,0.05115452995,0.5976031366,0.55,0.4549558,-0.157576255,0,0,0,0
0.05998945236,0,torque,aggressive,-0.05376868695,-0.03316510841,0.02554243803,0,0,-0,-0.003781664651,-0.01552582439,-0.01497687958,0,0,-0,0.06814258766,0.02190112172,1.692175358,0.0008004324045,0.0006191707216,-0.0005317991599,-4.45438209,-3.131116342,0.03961528119,0.5974790898,0.55,0.55,-0.168754952,0,0,0,0
0.06999373436,0,torque,aggressive,-0.05389271677,-0.03307013959,0.0253829062,0,0,-0,-0.003873951267,-0.0154110929,-0.01496074349,0,0,-0,0.06813480006,0.02182505735,1.693112854,0.0002044689463,-8.157861157e-05,8.511579654e-05,-3.386387615,-2.374008551,0.03015924314,0.5974254223,0.55,0.55,-0.1693868365,0,0,0,0
0.08000540733,0,torque,aggressive,-0.05401872098,-0.03295473009,0.02524867654,0,0,-0,-0.003958973102,-0.0152813755,-0.01494130213,0,0,-0,0.06812879068,0.02173560246,1.693310805,0.000583566667,-0.001464993227,0.0006778498064,-2.585448832,-1.805515721,0.02296492195,0.5973818199,0.55,0.55,-0.1645269762,0,0,0,0
0.09001040459,0,torque,aggressive,-0.05426933616,-0.03273564205,0.0249837935,0,0,-0,-0.004141114652,-0.01504375692,-0.01487038378,0,0,-0,0.06812468749,0.02155439089,1.69356069,-0.001243913546,-0.001021548524,0.0004225680896,-1.987226605,-1.376098988,0.01761779548,0.5973042697,0.55,0.55,-0.1588392901,0,0,0,0
0.1000039577,0,torque,aggressive,-0.05439420417,-0.03263194114,0.02485343814,0,0,-0,-0.004290851299,-0.01498492155,-0.01479650103,0,0,-0,0.06812684065,0.02149175938,1.695892612,-0.0001686984469,0.0005207351642,0.0001496919722,-1.537142711,-1.057416387,0.01332054591,0.5972758111,0.55,0.55,-0.1473738074,0,0,0,0
0.1099944115,0,torque,aggressive,-0.05453203991,-0.03251118213,0.02474948764,0,0,-0,-0.00441897288,-0.01481642108,-0.01477069315,0,0,-0,0.06814145198,0.0213828677,1.696463228,-0.0001121950627,-0.0005052873748,0.0001157017687,-1.199557197,-0.8168738708,0.01005670216,0.5972448025,0.55,0.5182319857,-0.1355784888,0,0,0,0
0.1200044155,0,torque,aggressive,-0.05466941744,-0.0323939994,0.02464574575,0,0,-0,-0.004511444364,-0.01465872861,-0.01479981001,0,0,-0,0.06815811899,0.02131351288,1.696345308,-0.001022991957,-0.0007831330877,-0.0007342559402,-0.946132922,-0.6364465484,0.00756300213,0.5972000675,0.55,0.4705007284,-0.1225604142,0,0,0,0
0.1299955845,0,torque,aggressive,-0.05494263768,-0.03217085078,0.02443984151,0,0,-0,-0.004753497429,-0.01434693485,-0.01470883284,0,0,-0,0.06819796865,0.02108980894,1.697970152,-0.0005595465773,-0.0005886713043,-0.0005383167299,-0.7592552145,-0.4975374443,0.005662600209,0.597148738,0.55,0.4228010364,-0.1128832391,0,0,0,0
0.1400084496,0,torque,aggressive,-0.05508746207,-0.03204437718,0.0243627727,0,0,-0,-0.004885304719,-0.01418230124,-0.01468740311,0,0,-0,0.06822767239,0.02099341994,1.69852432,-0.001009088359,-0.0003682851384,0.0008222578326,-0.6167951912,-0.3960738628,0.004148259147,0.5971264462,0.5197645477,0.3755251275,-0.1026612536,0,0,0,0
0.1499993801,0,torque,aggressive,-0.05523161963,-0.03192183375,0.02428537607,0,0,-0,-0.005007274449,-0.014075974,-0.01471136138,0,0,-0,0.06825917351,0.02096735546,1.699935263,-0.0003098017478,-0.0005337274633,-9.129109458e-06,-0.5101211731,-0.3204100431,0.003007188182,0.5970924487,0.4572200855,0.3308636108,-0.09067203903,0,0,0,0
0.1599917412,0,torque,aggressive,-0.05551888421,-0.0316879265,0.02412968874,0,0,-0,-0.005258749705,-0.0137309311,-0.01466177404,0,0,-0,0.06832798159,0.02076440549,1.701931708,-0.0007014687289,0.0003733228077,0.0001132505568,-0.4331071535,-0.2591698182,0.002033828722,0.5970487501,0.3988576194,0.2904438581,-0.08234165048,0,0,0,0
0.1700000763,0,torque,aggressive,-0.05565958843,-0.03155973926,0.02407854795,0,0,-0,-0.00542004453,-0.01355614234,-0.0145727722,0,0,-0,0.0683650744,0.02062793173,1.703024995,-0.0007291181828,2.83983195e-06,-0.0004634197103,-0.3730373624,-0.2162970653,0.001363393846,0.597052914,0.3463341894,0.2528851267,-0.07229062645,0,0,0,0
0.1800096035,0,torque,aggressive,-0.05580017343,-0.03143539652,0.02402728796,0,0,-0,-0.005572509486,-0.01341851987,-0.01445212867,0,0,-0,0.06840434252,0.02049325647,1.704841998,0.0002162058518,4.338149301e-05,-7.419892063e-05,-0.3281455555,-0.1843547227,0.0008431082112,0.5970649362,0.2988948634,0.2189856993,-0.06404120984,0,0,0,0
0.1899983883,0,torque,aggressive,-0.0559405461,-0.0313147679,0.02397605777,0,0,-0,-0.005698860157,-0.01327744965,-0.01434833184,0,0,-0,0.06844567723,0.02036276756,1.706867794,0.001248849789,0.0006059916341,0.0008568284102,-0.2944518754,-0.1602662283,0.0004123871755,0.5970725279,0.2565978845,0.1887369905,-0.05723107799,0,0,0,0
0.2000014782,0,torque,aggressive,-0.05608043447,-0.0311980024,0.02391409874,0,0,-0,-0.005803222768,-0.01315697934,-0.0143629415,0,0,-0,0.06848514147,0.02032431028,1.708351907,-0.0001325841295,0.0003996072919,0.000229236146,-0.269119029,-0.142315079,9.330091023e-05,0.5970463952,0.2194898638,0.1620387746,-0.04957107137,0,0,0,0
0.2100000381,0,torque,aggressive,-0.05635558814,-0.03096861206,0.02380999923,0,0,-0,-0.005922418553,-0.01289504394,-0.01425500307,0,0,-0,0.06857057175,0.02011373442,1.708480104,-0.0008232846158,-0.001227423432,0.0004904525122,-0.2517434575,-0.1254138621,-0.0002599602455,0.5970364527,0.1863930018,0.1395347278,-0.04431271506,0,0,0,0
0.2199990749,0,torque,aggressive,-0.05649108067,-0.03085634485,0.02376812696,0,0,-0,-0.006013318896,-0.01280083507,-0.01420448348,0,0,-0,0.06861690806,0.02004466846,1.709934986,0.0001490856084,-0.000703481026,0.0005777424085,-0.2372682846,-0.1158943696,-0.0004471491208,0.5970341356,0.1576159165,0.1186917228,-0.03876080924,0,0,0,0
0.2299983501,0,torque,aggressive,-0.05662581325,-0.03074787371,0.02372547984,0,0,-0,-0.006063233595,-0.0126840286,-0.01419396512,0,0,-0,0.06866449488,0.0199778885,1.710905011,0.0005197242135,-7.429966354e-05,0.0006167397951,-0.2261370531,-0.108490011,-0.0006047849572,0.5970213047,0.1326500023,0.1005990747,-0.0338534932,0,0,0,0
0.2400057316,0,torque,aggressive,-0.05675983801,-0.03064308874,0.02368175983,0,0,-0,-0.006181167904,-0.01256014872,-0.01419955213,0,0,-0,0.06871319995,0.01993969541,1.712894677,0.0004585924617,-0.0001062571828,0.0001751357195,-0.218599492,-0.1026750886,-0.0007238648679,0.5970040097,0.1108077619,0.08503870371,-0.02911930606,0,0,0,0
0.250013113,0,torque,aggressive,-0.05701381713,-0.03043822013,0.0236171186,0,0,-0,-0.006388507783,-0.01233797707,-0.01414691936,0,0,-0,0.06881009286,0.01982861662,1.716713816,0.00124465418,0.0002617554273,0.0007113788743,-0.2153878751,-0.09553195717,-0.0009273465752,0.5969937863,0.09124561477,0.07213237274,-0.02638562429,0,0,0,0
0.2599983215,0,torque,aggressive,-0.05714011565,-0.03034198284,0.02357524633,0,0,-0,-0.006483418401,-0.01227999572,-0.01407550089,0,0,-0,0.06885797687,0.01977252473,1.718965242,0.0002336291072,3.3825625e-05,0.0004236030509,-0.2107024902,-0.09328104614,-0.0009836019495,0.5969966911,0.07521885102,0.06023125705,-0.02264194635,0,0,0,0
0.2700035572,0,torque,aggressive,-0.05726590753,-0.03024961241,0.02353289723,0,0,-0,-0.006538387388,-0.01218558382,-0.01398710627,0,0,-0,0.06890733247,0.01966921718,1.719900128,-0.00045771242,-0.0004581155081,0.0007088003331,-0.2068283571,-0.09116278941,-0.001046678689,0.5970038444,0.06144187646,0.05015596144,-0.01997977056,0,0,0,0
0.2800030708,0,torque,aggressive,-0.0573967956,-0.03015627153,0.02351441979,0,0,-0,-0.006652247161,-0.01212366205,-0.01386406738,0,0,-0,0.06896898431,0.01958182673,1.722313263,-0.0006053770776,0.0007098828792,0.0005723456852,-0.2046998431,-0.08973286987,-0.001094613934,0.597028372,0.04932046451,0.04124739088,-0.01728022708,0,0,0,0
0.2900214195,0,torque,aggressive,-0.05765710026,-0.02998110838,0.02347397804,0,0,-0,-0.006822278723,-0.01195365842,-0.01383238379,0,0,-0,0.06909584441,0.01951328465,1.72646465,0.0001040928109,-0.0007556578494,-0.0003190290008,-0.2053908027,-0.08606077422,-0.001164748743,0.5970216888,0.03829389779,0.03454469792,-0.01443796821,0,0,0,0
0.3000016212,0,torque,aggressive,-0.05778657645,-0.02989923581,0.0234515965,0,0,-0,-0.006914248224,-0.01189851388,-0.01379895583,0,0,-0,0.06916090007,0.01948826937,1.728926907,-3.143265349e-05,-0.0002200409508,-0.001204783563,-0.2038892093,-0.08573196471,-0.001137682455,0.5970220497,0.02950460304,0.02789229244,-0.01151864545,0,0,0,0
0.3100078106,0,torque,aggressive,-0.05790587515,-0.0298212003,0.02346068621,0,0,-0,-0.006946730427,-0.01183990482,-0.0137730157,0,0,-0,0.069230038,0.01944572887,1.730062651,-0.0003094184794,-0.0006210407009,-0.0002434882626,-0.2021251788,-0.08544090832,-0.001137635342,0.5970319724,0.02213225356,0.02235435194,-0.01077107217,0,0,0,0
0.3200142384,0,torque,aggressive,-0.05802427232,-0.02974714711,0.02345308661,0,0,-0,-0.00694235228,-0.01181770768,-0.01370247547,0,0,-0,0.06929470551,0.0193807199,1.731298907,0.0001806509244,-0.0002565107425,-0.0006156651652,-0.2005681284,-0.08560299008,-0.001116782534,0.5970470628,0.01574056034,0.01745231882,-0.008869052079,0,0,0,0
0.3300080299,0,torque,aggressive,-0.05825952813,-0.02961100265,0.02343395352,0,0,-0,-0.007094961591,-0.01172370929,-0.01360958442,0,0,-0,0.06942718685,0.01931332772,1.735823036,0.0008914626087,-0.0004200084077,0.0007232718635,-0.202448661,-0.08373011313,-0.001202861706,0.5970636629,0.009504799492,0.0138113647,-0.009168892029,0,0,0,0
0.3400175571,0,torque,aggressive,-0.05837751925,-0.02953928523,0.0234362781,0,0,-0,-0.007105444092,-0.01172715053,-0.01353883184,0,0,-0,0.06949649816,0.01926949307,1.737528676,0.0001194973956,-0.0003857125121,-0.0001444660302,-0.201302171,-0.08432096339,-0.001183852916,0.5970824156,0.005057395129,0.01016204824,-0.007123914588,0,0,0,0
0.3500154018,0,torque,aggressive,-0.05849516019,-0.02947179601,0.02343708277,0,0,-0,-0.007254595868,-0.01170508005,-0.0134895118,0,0,-0,0.06956699918,0.01927705861,1.740990954,-0.0006122048362,-0.0003876110422,0.0004810880637,-0.2019033198,-0.084347052,-0.001195880245,0.597095267,0.0008998594348,0.007187018766,-0.006832423254,0,0,0,0
0.3600018024,0,torque,aggressive,-0.058730077,-0.02934907191,0.02343374491,0,0,-0,-0.007391780615,-0.01169353444,-0.01339281537,0,0,-0,0.06971176634,0.01925473115,1.745736124,-0.0007851806004,-0.00112993957,-0.0005497486563,-0.2038045935,-0.08347777241,-0.001197040218,0.5971187175,-0.00300601249,0.004963835532,-0.00503952748,0,0,0,0
0.3700146675,0,torque,aggressive,-0.05885925144,-0.0292674806,0.02345013618,0,0,-0,-0.007459031418,-0.01163345203,-0.01334196795,0,0,-0,0.0697918748,0.01920891628,1.747659845,-0.0002514997032,-0.0009345386643,0.0003871408408,-0.2034110676,-0.08296775584,-0.001216670007,0.5971375863,-0.005924380302,0.002890480091,-0.00533904314,0,0,0,0
