t,flight_t,mode,scenario,x,y,z,xd,yd,zd,vx,vy,vz,vxd,vyd,vzd,pos_err,vel_err,att_err_deg,wx,wy,wz,wspx,wspy,wspz,thrust_norm,taux_norm,tauy_norm,tauz_norm,armed,nav_state,failsafe,preflight_ok
0,0,rate,aggressive,0.00251627597,-0.008855404332,0.04478359222,0,0,-0,0.009513505735,-0.01108566206,0.003206735244,0,0,-0,0.04572001709,0.01495599698,0.5510591023,-0.0009805676527,-8.915244689e-05,0.0003191015858,4.659991958,-8.490332459,-0.01620374121,0.6090528258,0,0,0,0,255,0,0
0.01005506516,0,rate,aggressive,0.00251627597,-0.008855404332,0.04478359222,0,0,-0,0.009513505735,-0.01108566206,0.003206735244,0,0,-0,0.04572001709,0.01495599698,0.5510591023,-0.0009805676527,-8.915244689e-05,0.0003191015858,3.503092142,-6.382503917,-0.01216693452,0.6090528258,0,0,0,0,255,0,0
0.02000594139,0,rate,aggressive,0.002422985388,-0.009245996363,0.04478980601,0,0,-0,0.009275979362,-0.01149513759,0.00313438708,0,0,-0,0.04579831907,0.01509987959,0.5600815292,-8.266803343e-05,-0.0003375120286,0.0001487053523,2.630674196,-4.810350399,-0.007721618878,0.6090367762,0,0,0,0,0,0,0
0.03002738953,0,rate,aggressive,0.002422985388,-0.009245996363,0.04478980601,0,0,-0,0.009275979362,-0.01149513759,0.00313438708,0,0,-0,0.04579831907,0.01509987959,0.5600815292,-8.266803343e-05,-0.0003375120286,0.0001487053523,1.980813674,-3.622983293,-0.005812059546,0.6090367762,0,0,0,0,0,0,0
0.04000020027,0,rate,aggressive,0.002328657545,-0.009583909996,0.0447730124,0,0,-0,0.00893374905,-0.01169651933,0.003021684708,0,0,-0,0.04584644606,0.01502501298,0.5649402913,-0.001050364343,0.0007097474881,0.0001495924371,1.487947633,-2.738349979,-0.00371045623,0.6090021659,0,0,0,0,0,0,0
0.05002522469,0,rate,aggressive,0.002328657545,-0.009583909996,0.0447730124,0,0,-0,0.00893374905,-0.01169651933,0.003021684708,0,0,-0,0.04584644606,0.01502501298,0.5649402913,-0.001050364343,0.0007097474881,0.0001495924371,1.123450284,-2.069306957,-0.002819436112,0.6090021659,0,0,0,0,0,0,0
0.06001639366,0,rate,aggressive,0.002265662421,-0.009791661054,0.04475410283,0,0,-0,0.008762166835,-0.01177716535,0.002961579943,0,0,-0,0.04586872107,0.01497491726,0.566905563,-7.843330968e-05,-6.17345213e-05,-0.0003346618323,0.8470785436,-1.570633839,-0.001951698036,0.6089801899,0,0,0,0,0,0,0
0.07004618645,0,rate,aggressive,0.002265662421,-0.009791661054,0.04475410283,0,0,-0,0.008762166835,-0.01177716535,0.002961579943,0,0,-0,0.04586872107,0.01497491726,0.566905563,-7.843330968e-05,-6.17345213e-05,-0.0003346618323,0.642614001,-1.193673573,-0.001504971175,0.6089801899,0,0,0,0,0,0,0
0.08000612259,0,rate,aggressive,0.002176221227,-0.01005652174,0.04473111033,0,0,-0,0.008397075348,-0.01182233077,0.002937275916,0,0,-0,0.04589925708,0.01479547123,0.5670842274,-0.0006393693038,-0.0009580045007,0.0004271600628,0.4839246445,-0.9141410309,-0.001062223651,0.6089659085,0,0,0,0,0,0,0
0.09003996849,0,rate,aggressive,0.002176221227,-0.01005652174,0.04473111033,0,0,-0,0.008397075348,-0.01182233077,0.002937275916,0,0,-0,0.04589925708,0.01479547123,0.5670842274,-0.0006393693038,-0.0009580045007,0.0004271600628,0.369938586,-0.7014502881,-0.000854434611,0.6089659085,0,0,0,0,0,0,0
